problem,model,cv_folds,fold,budget,split,target,rmse,nrmse,mae,r2,n_valid
mdgnc,ESP,10,3,50,test,f1,0.7463531016941688,0.0653482121689678,0.567013830228079,0.9957296111663196,4500
mdgnc,ESP,10,3,75,train,f0,1.8291211009714398e-13,8.708176772783919e-14,1.1523226817189428e-13,1.0,75
mdgnc,ESP,10,3,75,train,f1,7.900707675047757e-12,8.02887930187592e-13,6.256991961587725e-12,1.0,75
mdgnc,ESP,10,3,75,test,f0,0.3879919507258308,0.2002350239822223,0.2315404817771095,0.9599059351708388,4500
mdgnc,ESP,10,3,75,test,f1,0.769279768214939,0.0673555953562629,0.5394404848501936,0.9954632237742034,4500
mdgnc,ESP,10,3,100,train,f0,3.2818125603863545e-13,1.5952753752485722e-13,2.241629104560161e-13,1.0,100
mdgnc,ESP,10,3,100,train,f1,5.870942898829781e-12,6.644991332781553e-13,4.8892090376284616e-12,1.0,100
mdgnc,ESP,10,3,100,test,f0,0.4662354768536068,0.2406149707861183,0.3063374539565635,0.9421044358335956,4500
mdgnc,ESP,10,3,100,test,f1,0.759754595529636,0.066521602700277,0.5454524264314948,0.9955748763741864,4500
mdgnc,ESP,10,3,125,train,f0,2.480952104095604e-13,1.156874774997831e-13,1.7392309814567854e-13,1.0,125
mdgnc,ESP,10,3,125,train,f1,1.8731263054943477e-11,1.9491049478374044e-12,1.4515109114654478e-11,1.0,125
mdgnc,ESP,10,3,125,test,f0,0.3327160023703002,0.1717081928871336,0.2035164348507192,0.9705162964954348,4500
mdgnc,ESP,10,3,125,test,f1,0.6946413593496538,0.0608205028277918,0.42979020129891,0.9963008664357744,4500
mdgnc,ESP,10,3,150,train,f0,1.6188897193661912e-13,7.705293348281562e-14,1.0349054946345861e-13,1.0,150
mdgnc,ESP,10,3,150,train,f1,2.6726631542382723e-11,2.881042047271321e-12,2.100771704742025e-11,1.0,150
mdgnc,ESP,10,3,150,test,f0,0.3055362911626114,0.1576812778562411,0.1821507252678527,0.9751366146136228,4500
mdgnc,ESP,10,3,150,test,f1,0.581063107526172,0.0508759662792149,0.3048886403978616,0.997411636055156,4500
mdgnc,ESP,10,3,175,train,f0,1.8728283383923585e-13,9.035457458638994e-14,1.2185046622497405e-13,1.0,175
mdgnc,ESP,10,3,175,train,f1,2.163481777412384e-11,2.353942555449795e-12,1.6557066828681853e-11,1.0,175
mdgnc,ESP,10,3,175,test,f0,0.3016535484592948,0.1556774706203926,0.1679033867113602,0.9757645251412368,4500
mdgnc,ESP,10,3,175,test,f1,0.6527675439222446,0.0571541698700227,0.3538889189823576,0.9967334008664686,4500
mdgnc,ESP,10,3,200,train,f0,2.277257403916991e-13,1.088988953438276e-13,1.442024277764631e-13,1.0,200
mdgnc,ESP,10,3,200,train,f1,4.4084112087560176e-11,4.631504431255884e-12,3.405025594815925e-11,1.0,200
mdgnc,ESP,10,3,200,test,f0,0.2794016877378448,0.1441937224218196,0.1525812068674317,0.9792081704141392,4500
mdgnc,ESP,10,3,200,test,f1,0.6693910767715068,0.0586096714940737,0.3428401036917424,0.9965649064073568,4500
mdgnc,ESP,10,3,225,train,f0,2.504676826643932e-13,1.197471562884206e-13,1.7397244139121745e-13,1.0,225
mdgnc,ESP,10,3,225,train,f1,1.5328738145077655e-11,1.6304786292667654e-12,1.1931244140820732e-11,1.0,225
mdgnc,ESP,10,3,225,test,f0,0.2825215984783141,0.1458038470668582,0.1574702177164828,0.9787412381805042,4500
mdgnc,ESP,10,3,225,test,f1,0.5534402183213848,0.0484573973466589,0.2920182462550737,0.997651880642388,4500
mdgnc,ESP,10,3,250,train,f0,2.568734633474113e-13,1.1976675034082481e-13,1.6412649017638613e-13,1.0,250
mdgnc,ESP,10,3,250,train,f1,2.6984905313934053e-11,2.6089450420823585e-12,2.1439319652927223e-11,1.0,250
mdgnc,ESP,10,3,250,test,f0,0.277277672309806,0.1430975597839702,0.1402991883601048,0.979523088383873,4500
mdgnc,ESP,10,3,250,test,f1,0.613218453403692,0.0536913821460492,0.3071063345420219,0.9971172354832468,4500
mdgnc,ESP,10,3,275,train,f0,2.215035440548823e-13,1.0271605074580815e-13,1.398138170894857e-13,1.0,275
mdgnc,ESP,10,3,275,train,f1,5.4940655208303824e-11,4.995770869435937e-12,4.371921652984218e-11,1.0,275
mdgnc,ESP,10,3,275,test,f0,0.2698977718990486,0.1392889381541399,0.1338886074763363,0.9805985917078922,4500
mdgnc,ESP,10,3,275,test,f1,0.6642183212228688,0.0581567621053095,0.3285685649631037,0.9966177910214264,4500
