n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,surrogate.train_fit.mse,surrogate.train_fit.rmse,surrogate.train_fit.mae,surrogate.train_fit.n_points,surrogate.train_fit.n_valid,surrogate.recon_train.adj_precision,surrogate.recon_train.adj_recall,surrogate.recon_train.adj_f1,surrogate.recon_train.adj_edge_rate,surrogate.recon_train.feature_mae,surrogate.recon_train.feature_rmse,surrogate.recon_train.n_graphs,surrogate.recon_infill.adj_precision,surrogate.recon_infill.adj_recall,surrogate.recon_infill.adj_f1,surrogate.recon_infill.adj_edge_rate,surrogate.recon_infill.feature_mae,surrogate.recon_infill.feature_rmse,surrogate.recon_infill.n_graphs,run,seed,runtime_sec
145,0.2115157379154864,0.1860703754626727,32.651389995108424,37.11650944761568,6.851633886074916,6.64011814815943,145,6.851633886074916,73.0,22.568193731131032,5.916925147175789e-06,0.8796555139124393,88.21062586596236,300.83318275026977,42061,0.0071523069530032,0.009734616864582,0.0986641620071951,0.0582799462781502,73.0,438.0,0.0353390114152268,1.0,0.0681409461245144,0.0353390114152268,0.5050216954048365,0.5058152675628662,73.0,0.0331009782850742,1.0,0.0640804842114448,0.0331009782850742,0.5050743162631989,0.5057581305503845,10.0,4,56,1394.9714686870575
155,0.2115157379154864,0.1860703754626727,34.51209374973515,39.23166682677055,6.851633886074916,6.64011814815943,155,6.851633886074916,78.0,22.568193731131032,5.916925147175789e-06,0.9336087119299918,43.14085574494675,334.4576338261832,47252,0.0070781688357356,0.0088019587310448,0.0938187546871352,0.0507384348725653,78.0,468.0,0.0351817830919455,1.0,0.067854850529096,0.0351817830919455,0.5050252431478256,0.5058127022706546,78.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.5049607992172241,0.5056924641132354,10.0,4,56,1394.9714686870575
165,0.2115157379154864,0.1860703754626727,36.37279750436188,41.346824205925415,6.851633886074916,6.64011814815943,165,6.851633886074916,87.0,22.568193731131032,5.916925147175789e-06,0.9598526500631124,47.2743554408662,371.9530838762876,52456,0.007090763380286,0.0079065419139768,0.0889187376989622,0.0473867177063567,87.0,522.0,0.0349887407374107,1.0,0.0675060501557657,0.0349887407374107,0.5050169462445139,0.5057991763641094,87.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.5051526844501495,0.5058159947395324,10.0,4,56,1394.9714686870575
175,0.1865836349620657,0.1641376067555488,38.12383741545298,43.33732107031317,6.826701783121496,6.64011814815943,175,6.826701783121496,90.0,22.568193731131032,5.916925147175789e-06,1.0827859390992671,45.23038353398442,407.24218993331306,57669,0.0070617175594047,0.0078926749621792,0.0888407280597097,0.0473601280461793,90.0,540.0,0.0348024356075459,1.0,0.067159844107098,0.0348024356075459,0.5050202654467688,0.5057991398705377,90.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5051910638809204,0.5058976113796234,10.0,4,56,1394.9714686870575
185,0.1865836349620657,0.1641376067555488,39.76521348300847,45.20315741993383,6.826701783121496,6.64011814815943,185,6.826701783121496,96.0,22.568193731131032,5.916925147175789e-06,1.104779686080292,53.05539348395541,448.412045822246,62950,0.0071233049376051,0.0074300801346797,0.0861979125888773,0.0455342091019006,96.0,576.0,0.0344122990694207,1.0,0.0664332552502552,0.0344122990694207,0.5050304103642702,0.5058049124976,96.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5051371037960053,0.5058780312538147,10.0,4,56,1394.9714686870575
195,0.1865836349620657,0.1641376067555488,41.406589550563965,47.06899376955449,6.826701783121496,6.64011814815943,195,6.826701783121496,100.0,22.568193731131032,5.916925147175789e-06,1.2407237670850009,40.97773023392074,475.5027714727912,67232,0.0070725662106257,0.0083295761021333,0.09126651139456,0.05312889208326,100.0,600.0,0.0341782171465456,1.0,0.0659973019361496,0.0341782171465456,0.5050305593013763,0.5058054882287979,100.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.5049207806587219,0.5057526528835297,2.0,4,56,1394.9714686870575
205,0.1865836349620657,0.1641376067555488,43.047965618119456,48.934830119175146,6.826701783121496,6.64011814815943,205,6.826701783121496,103.0,22.568193731131032,5.916925147175789e-06,1.194653253769502,48.47273701103404,509.3718383857049,72610,0.0070151747470831,0.0074076912121532,0.0860679453231762,0.0465498142542017,103.0,618.0,0.0341218243199355,1.0,0.0658945640169301,0.0341218243199355,0.5050300087743592,0.5058057638047968,103.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.5052808165550232,0.5059639275074005,10.0,4,56,1394.9714686870575
215,0.1865836349620657,0.1641376067555488,44.68934168567495,50.80066646879581,6.826701783121496,6.64011814815943,215,6.826701783121496,110.0,22.568193731131032,5.916925147175789e-06,1.17828125692904,31.45749448798597,534.0070596744772,76831,0.0069504114182358,0.0072219585631577,0.0849821073118201,0.0465084014407054,110.0,660.0,0.0340022031725807,1.0,0.0656766350973736,0.0340022031725807,0.5050464402545582,0.5058159790255806,110.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.5049442478588649,0.5056828430720738,7.0,4,56,1394.9714686870575
225,0.1865836349620657,0.1641376067555488,46.33071775323044,52.66650281841646,6.826701783121496,6.64011814815943,225,6.826701783121496,117.0,22.568193731131032,5.916925147175789e-06,1.2537869419902563,47.985567366937175,573.0293177401181,82005,0.0069877363299813,0.0057511481830434,0.0758363249573938,0.0431089435877674,117.0,702.0,0.0338870147163541,1.0,0.0654658095704184,0.0338870147163541,0.5050421917540395,0.5058093493820256,117.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.5048741579055787,0.5056869089603424,10.0,4,56,1394.9714686870575
235,0.1865836349620657,0.1641376067555488,47.97209382078593,54.53233916803712,6.826701783121496,6.64011814815943,235,6.826701783121496,124.0,22.568193731131032,5.916925147175789e-06,1.3627849440090358,46.41723240306601,608.9199582708534,87239,0.006979905297755,0.0056776113415027,0.0753499259555229,0.0415588855810716,124.0,744.0,0.0336336921750297,1.0,0.0649946677468476,0.0336336921750297,0.5050324850505398,0.5058018031620211,124.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5049603164196015,0.505776560306549,10.0,4,56,1394.9714686870575
245,0.1865836349620657,0.1641376067555488,49.61346988834142,56.398175517657776,6.826701783121496,6.64011814815943,245,6.826701783121496,134.0,22.568193731131032,5.916925147175789e-06,1.3302075730171057,42.45889909309335,641.6009537675418,92441,0.0069406535386629,0.0053173310961016,0.072920032200361,0.0410872517373635,134.0,804.0,0.0332550771617844,1.0,0.0642886792879496,0.0332550771617844,0.5050270993318131,0.5057999193668365,134.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.5048211812973022,0.5056445240974426,10.0,4,56,1394.9714686870575
255,0.1865836349620657,0.1641376067555488,51.25484595589691,58.264011867278434,6.826701783121496,6.64011814815943,255,6.826701783121496,138.0,22.568193731131032,5.916925147175789e-06,1.3641611638013271,50.44183162110858,681.066408226965,97683,0.0069722101924282,0.0052474900845396,0.0724395615982014,0.0395311709362064,138.0,828.0,0.0331433238191665,1.0,0.064080887676581,0.0331433238191665,0.5050211501294288,0.505795372137125,138.0,0.0301828108727931,1.0,0.0585925176739692,0.0301828108727931,0.5049420535564423,0.5057008147239686,10.0,4,56,1394.9714686870575
265,0.1865836349620657,0.1641376067555488,52.8962220234524,60.12984821689909,6.826701783121496,6.64011814815943,265,6.826701783121496,142.0,22.568193731131032,5.916925147175789e-06,1.5849499588366598,47.67742217006162,717.4522596837487,102942,0.0069694804810839,0.0047766410198699,0.0691132477884662,0.0373789585287177,142.0,852.0,0.0330930230614375,1.0,0.0639885103093906,0.0330930230614375,0.5050223175908478,0.5057943517893133,142.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5051601886749267,0.5058724880218506,10.0,4,56,1394.9714686870575
275,0.1865836349620657,0.1641376067555488,54.53759809100789,61.99568456651975,6.826701783121496,6.64011814815943,275,6.826701783121496,152.0,22.568193731131032,5.916925147175789e-06,1.6043864209204912,44.10771577106789,751.0650198473595,108169,0.0069434405407035,0.0057975796662767,0.0761418391311686,0.0402269451631096,152.0,912.0,0.0327948143730234,1.0,0.0634323203151947,0.0327948143730234,0.5050313880569056,0.5057994923309276,152.0,0.0305744228884577,1.0,0.0593288421630859,0.0305744228884577,0.504984301328659,0.5057355880737304,10.0,4,56,1394.9714686870575
285,0.1696386427317451,0.1492310986272145,56.10444161792171,63.776795954988806,6.809756790891175,6.64011814815943,285,6.809756790891175,155.0,22.568193731131032,5.916925147175789e-06,1.5774025490973145,40.44316375488416,781.9127521594055,113363,0.0068974246637739,0.0040658413930737,0.0637639505761189,0.0337978050766219,155.0,930.0,0.032804896165767,1.0,0.0634526582494858,0.032804896165767,0.5050318875620442,0.5057986278687754,155.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.5052229344844819,0.5058550834655762,10.0,4,56,1394.9714686870575
295,0.1696386427317451,0.1492310986272145,57.59675260419385,65.47318238230626,6.809756790891175,6.64011814815943,295,6.809756790891175,165.0,22.568193731131032,5.916925147175789e-06,1.7439621509984136,114.0887652351521,838.2743841258343,120283,0.0069691842082907,0.0050535712774312,0.0710884749972261,0.0410635092562411,165.0,990.0,0.0328358543980302,1.0,0.0635151100881172,0.0328358543980302,0.505043466163404,0.5058020494200967,165.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.5049935817718506,0.5057725429534912,10.0,4,56,1394.9714686870575
305,0.1696386427317451,0.1492310986272145,59.089063590466,67.16956880962371,6.809756790891175,6.64011814815943,305,6.809756790891175,175.0,22.568193731131032,5.916925147175789e-06,1.6994413768406955,54.18976698396728,874.7067667918745,125770,0.0069548124894002,0.003766325940702,0.0613703995481701,0.0328649026916041,175.0,1050.0,0.0328019234857388,1.0,0.0634553876093455,0.0328019234857388,0.5050406156267438,0.5058003633362906,175.0,0.0308208251371979,1.0,0.0597949177026748,0.0308208251371979,0.5052155911922455,0.5058844089508057,10.0,4,56,1394.9714686870575
75,3.197938390671795,1.0,0.0,0.0,9.838056538831225,6.64011814815943,75,9.838056538831225,,22.68517660605721,2.3080501705408096e-06,,,0.0,0,,,,,,,,,,,,,,,,,,,,,5,57,775.6752922534943
85,3.197938390671795,1.0,10.0,31.97938390671795,9.838056538831225,6.64011814815943,85,9.838056538831225,36.0,22.68517660605721,2.3080501705408096e-06,0.6128627229481936,29.070788152050227,24.067715832497925,5119,0.0047016440383859,0.0178104498677436,0.133455797430249,0.0882687886712418,36.0,216.0,0.0403095113320483,1.0,0.0773782889462179,0.0403095113320483,0.4974840357899666,0.4989294567041927,36.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.497677492243903,0.4991492416177477,7.0,5,57,775.6752922534943
95,3.197938390671795,1.0,20.0,63.9587678134359,9.838056538831225,6.64011814815943,95,9.838056538831225,44.0,22.68517660605721,2.3080501705408096e-06,0.4603618460241705,28.78612274187617,47.07471072184853,10278,0.004580143094167,0.0154676404559773,0.1243689690235365,0.0845175515985035,44.0,264.0,0.0386944233270531,1.0,0.074388465759429,0.0386944233270531,0.4975082738832994,0.4989620013670487,44.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.4978143900632858,0.4991981148719787,10.0,5,57,775.6752922534943
105,3.197938390671795,1.0,30.0,95.93815172015384,9.838056538831225,6.64011814815943,105,9.838056538831225,54.0,22.68517660605721,2.3080501705408096e-06,0.5513905039988458,31.48624732904136,72.80879237502813,15438,0.0047162062686247,0.0111747415094002,0.1057106499336763,0.0662234407494429,54.0,324.0,0.0376983647476191,1.0,0.0725541412830352,0.0376983647476191,0.4975649620647783,0.4990057260901839,54.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.4977207109332084,0.4991427510976791,8.0,5,57,775.6752922534943
115,1.9116086901957727,0.5977628261294298,37.98881413064715,121.4858871244917,8.551726838355203,6.64011814815943,115,8.551726838355203,55.0,22.68517660605721,2.3080501705408096e-06,0.5632807849906385,31.09748295997269,97.34205189230852,20638,0.0047166417236315,0.0103558504098854,0.1017636988807182,0.0628026111308114,55.0,330.0,0.0375322172248905,1.0,0.0722446918487548,0.0375322172248905,0.4975608999078924,0.499003683978861,55.0,0.0320335065945982,1.0,0.0620728254318237,0.0320335065945982,0.4976615309715271,0.4991141051054001,10.0,5,57,775.6752922534943
125,1.9116086901957727,0.5977628261294298,43.96644239194145,140.60197402644943,8.551726838355203,6.64011814815943,125,8.551726838355203,64.0,22.68517660605721,2.3080501705408096e-06,0.5712162728887051,34.31349943601526,123.65172068425454,25917,0.0047710661220146,0.0078361239373651,0.0885218839460905,0.055377252800635,64.0,384.0,0.0367389266612008,1.0,0.0707766123814508,0.0367389266612008,0.4975737161003053,0.499018563888967,64.0,0.0298841485753655,1.0,0.0580313436686992,0.0298841485753655,0.4976219415664673,0.4991296321153641,10.0,5,57,775.6752922534943
135,0.1681165712133694,0.0525702970713119,47.21810800794516,151.00060033349513,6.808234719372799,6.64011814815943,135,6.808234719372799,65.0,22.68517660605721,2.3080501705408096e-06,0.6189309430774301,31.18558310600929,148.6847376737278,31095,0.0047816284828341,0.0076366928747018,0.0873881735402559,0.0544611408019731,65.0,390.0,0.0366260137408971,1.0,0.0705665086324398,0.0366260137408971,0.4975723986442272,0.4990189254283905,65.0,0.0312448840588331,1.0,0.0605906181037426,0.0312448840588331,0.497701969742775,0.4991792947053909,10.0,5,57,775.6752922534943
145,0.1681165712133694,0.0525702970713119,47.743810978658274,152.68176604562882,6.808234719372799,6.64011814815943,145,6.808234719372799,73.0,22.68517660605721,2.3080501705408096e-06,0.738704684888944,30.84989771596156,173.167629807489,36283,0.0047726932670255,0.0078507347497054,0.0886043720687948,0.0558994887377802,73.0,438.0,0.0360447092568629,1.0,0.0694892014542671,0.0360447092568629,0.497590523876556,0.4990394862547312,73.0,0.0327788852155208,1.0,0.0634765401482582,0.0327788852155208,0.4976985901594162,0.4991303145885467,10.0,5,57,775.6752922534943
155,0.1674223153352381,0.0523532022454214,48.26842847524194,154.35946047837186,6.807540463494668,6.64011814815943,155,6.807540463494668,76.0,22.68517660605721,2.3080501705408096e-06,0.6276894779875875,37.16880239802413,201.6730014651548,41596,0.0048483748789584,0.0071420352741193,0.0845105630919554,0.0527823708843307,76.0,456.0,0.0359369854834911,1.0,0.0692915927226606,0.0359369854834911,0.497584211591043,0.4990364999363297,76.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.4975841701030731,0.4991069167852401,10.0,5,57,775.6752922534943
165,0.1674223153352381,0.0523532022454214,48.79196049769615,156.03368363172424,6.807540463494668,6.64011814815943,165,6.807540463494668,83.0,22.68517660605721,2.3080501705408096e-06,0.6852387830149382,27.36634791805409,224.40931686665863,46692,0.0048061620163338,0.0065254367171299,0.0807801752729588,0.049207466157791,83.0,498.0,0.0353148512497364,1.0,0.0681313494422349,0.0353148512497364,0.4975787465830883,0.4990399196205369,83.0,0.030110205989331,1.0,0.0584573931992054,0.030110205989331,0.497731402516365,0.4991939142346382,4.0,5,57,775.6752922534943
175,0.1551180724105565,0.0485056475331191,49.29625474658886,157.64638557045322,6.795236220569986,6.64011814815943,175,6.795236220569986,88.0,22.68517660605721,2.3080501705408096e-06,0.6969861139077693,38.26288633304648,251.62944309902375,52130,0.0048269603510267,0.0062722579349926,0.0791975879367082,0.0489613661474778,88.0,528.0,0.0350015196441249,1.0,0.0675484772602265,0.0350015196441249,0.4975840042937886,0.4990458308973096,88.0,0.0328862495720386,1.0,0.063677854835987,0.0328862495720386,0.49757741689682,0.4990462899208069,10.0,5,57,775.6752922534943
185,0.1551180724105565,0.0485056475331191,49.78131122192005,159.19756629455878,6.795236220569986,6.64011814815943,185,6.795236220569986,96.0,22.68517660605721,2.3080501705408096e-06,0.7482379679568112,26.54305234318599,273.34003182523884,57235,0.0047757496606139,0.0055569672971042,0.0745450688986486,0.044790235099178,96.0,576.0,0.0348163001084079,1.0,0.0672091491675625,0.0348163001084079,0.4975783828025062,0.4990428254629175,96.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.498052050669988,0.4993488192558288,6.0,5,57,775.6752922534943
195,0.1551180724105565,0.0485056475331191,50.26636769725124,160.74874701866435,6.795236220569986,6.64011814815943,195,6.795236220569986,103.0,22.68517660605721,2.3080501705408096e-06,0.7890654071234167,30.34672946599312,296.458691875916,62470,0.0047456169661584,0.0061562735829929,0.0784619244155591,0.0475869279529717,103.0,618.0,0.0346681485766346,1.0,0.0669370041165537,0.0346681485766346,0.4976060951797708,0.4990603744404987,103.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.4975044339895248,0.4990360051393508,10.0,5,57,775.6752922534943
205,0.1551180724105565,0.0485056475331191,50.75142417258243,162.2999277427699,6.795236220569986,6.64011814815943,205,6.795236220569986,108.0,22.68517660605721,2.3080501705408096e-06,0.8918973891995847,33.189688919112086,323.63720609177835,67640,0.0047847014502037,0.0038093124128624,0.0617196274523955,0.0359287861419738,108.0,648.0,0.0345558298199817,1.0,0.0667301968291953,0.0345558298199817,0.4976008018409764,0.4990587248294442,108.0,0.0306629097710053,1.0,0.0594976900352372,0.0306629097710053,0.4975674947102864,0.4990683860248989,9.0,5,57,775.6752922534943
215,0.1551180724105565,0.0485056475331191,51.23648064791362,163.85110846687547,6.795236220569986,6.64011814815943,215,6.795236220569986,116.0,22.68517660605721,2.3080501705408096e-06,0.889584873104468,29.540508097037677,346.33357594371773,72853,0.0047538684191964,0.005751294315824,0.0758372884261039,0.0471033921460284,116.0,696.0,0.0342982432901345,1.0,0.0662519017170215,0.0342982432901345,0.4975975189229538,0.4990589153663865,116.0,0.0328862495720386,1.0,0.063677854835987,0.0328862495720386,0.4977491557598114,0.4991443485021591,10.0,5,57,775.6752922534943
225,0.1551180724105565,0.0485056475331191,51.721537123244815,165.40228919098104,6.795236220569986,6.64011814815943,225,6.795236220569986,123.0,22.68517660605721,2.3080501705408096e-06,0.9036790051031858,33.80032521812245,373.5410794883501,78052,0.0047857976667907,0.0053066529130607,0.0728467769572594,0.0445156377872837,123.0,738.0,0.0342074113526964,1.0,0.0660857707867777,0.0342074113526964,0.497602467856756,0.4990617647403624,123.0,0.0331009782850742,1.0,0.0640804842114448,0.0331009782850742,0.4975966244935989,0.499086719751358,10.0,5,57,775.6752922534943
235,0.1551180724105565,0.0485056475331191,52.206593598576006,166.9534699150866,6.795236220569986,6.64011814815943,235,6.795236220569986,127.0,22.68517660605721,2.3080501705408096e-06,1.0024564322084188,30.930422984994948,397.62663575680926,83266,0.0047753781346144,0.0036796568992345,0.0606601755621806,0.0371603444986618,127.0,762.0,0.034162418403494,1.0,0.0660035902942259,0.034162418403494,0.497601361725274,0.499061904084964,127.0,0.0311429182067513,1.0,0.0603988617658615,0.0311429182067513,0.4974939554929733,0.4990200370550156,10.0,5,57,775.6752922534943
245,0.1551180724105565,0.0485056475331191,52.6916500739072,168.50465063919216,6.795236220569986,6.64011814815943,245,6.795236220569986,134.0,22.68517660605721,2.3080501705408096e-06,1.003789879847318,29.175819396972656,420.285201369552,88461,0.0047510790220498,0.0036038101451904,0.0600317428132019,0.0369253220351689,134.0,804.0,0.0340437131252751,1.0,0.0657842162607321,0.0340437131252751,0.4975984654764631,0.4990611619024134,134.0,0.0329936139285564,1.0,0.0638791695237159,0.0329936139285564,0.4977468401193619,0.4991416752338409,10.0,5,57,775.6752922534943
255,0.1551180724105565,0.0485056475331191,53.17670654923839,170.05583136329773,6.795236220569986,6.64011814815943,255,6.795236220569986,137.0,22.68517660605721,2.3080501705408096e-06,1.006874853046611,32.622846791986376,444.7637977928389,93743,0.0047445014325639,0.0036291109495122,0.0602421027978957,0.0360248060627834,137.0,822.0,0.0340042609422311,1.0,0.0657116414530433,0.0340042609422311,0.4975984361920043,0.4990613678075971,137.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.4974314272403717,0.4989958703517914,10.0,5,57,775.6752922534943
265,0.1551180724105565,0.0485056475331191,53.66176302456958,171.6070120874033,6.795236220569986,6.64011814815943,265,6.795236220569986,147.0,22.68517660605721,2.3080501705408096e-06,1.1070851581171155,33.73598792287521,472.6225782141555,98903,0.004778647545718,0.0036641981331964,0.0605326204058308,0.0353967149713647,147.0,882.0,0.0336910178061245,1.0,0.0651271671158115,0.0336910178061245,0.497587075038832,0.4990569121983586,147.0,0.0333157069981098,1.0,0.0644831135869026,0.0333157069981098,0.4978803724050522,0.4992167294025421,10.0,5,57,775.6752922534943
275,0.1551180724105565,0.0485056475331191,54.14681949990077,173.15819281150883,6.795236220569986,6.64011814815943,275,6.795236220569986,157.0,22.68517660605721,2.3080501705408096e-06,1.2476949549745768,26.664412110112607,493.10230948240496,103499,0.0047643195536421,0.0050099754021712,0.0707811797172894,0.0419303348756363,157.0,942.0,0.0336671126591172,1.0,0.0650861445980466,0.0336671126591172,0.4976057563997378,0.4990670916381156,157.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.4977246731519699,0.4991582483053207,10.0,5,57,775.6752922534943
285,0.1551180724105565,0.0485056475331191,54.63187597523197,174.70937353561442,6.795236220569986,6.64011814815943,285,6.795236220569986,167.0,22.68517660605721,2.3080501705408096e-06,1.3101216810755432,29.95438306313008,515.8168379964773,108731,0.0047439721698179,0.0032134171192354,0.0566870101454952,0.0336272908610917,167.0,1002.0,0.033581780370124,1.0,0.0649294872394578,0.033581780370124,0.4976128771633445,0.4990725501211817,167.0,0.0329936139285564,1.0,0.0638791695237159,0.0329936139285564,0.4977525472640991,0.4991560637950897,10.0,5,57,775.6752922534943
295,0.1551180724105565,0.0485056475331191,55.11693245056316,176.26055425971998,6.795236220569986,6.64011814815943,295,6.795236220569986,170.0,22.68517660605721,2.3080501705408096e-06,1.2175819368567318,32.59199375496246,540.620203231927,113996,0.0047424488862058,0.0030816182994613,0.0555123256535096,0.0330102198173402,170.0,1020.0,0.0335581383065265,1.0,0.06488608393599,0.0335581383065265,0.4976127033724504,0.4990728267851997,170.0,0.029399586841464,1.0,0.0571198686957359,0.029399586841464,0.49751678109169,0.4990253567695618,10.0,5,57,775.6752922534943
305,0.1551180724105565,0.0485056475331191,55.60198892589435,177.81173498382554,6.795236220569986,6.64011814815943,305,6.795236220569986,175.0,22.68517660605721,2.3080501705408096e-06,1.231664318824187,35.951394509058446,570.3047648039646,119178,0.004785319142828,0.0030421181174567,0.0551553997126003,0.0313317553661674,175.0,1050.0,0.0334393225503819,1.0,0.0646641920719827,0.0334393225503819,0.4976111541475568,0.49907180922372,175.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.4976058219160352,0.4991146283490317,7.0,5,57,775.6752922534943
75,1.0635990207963415,1.0,0.0,0.0,7.703717168955771,6.64011814815943,75,7.703717168955771,,22.743316130014136,1.976964995265007e-06,,,0.0,0,,,,,,,,,,,,,,,,,,,,,6,58,855.9924509525299
85,1.0635990207963415,1.0,10.0,10.635990207963417,7.703717168955771,6.64011814815943,85,7.703717168955771,33.0,22.743316130014136,1.976964995265007e-06,0.5920320129953325,35.583415396977216,27.78484229883179,5271,0.0052712658506605,0.0236980549790752,0.1539417259195026,0.1085262601939575,33.0,198.0,0.0388771260552334,1.0,0.0746995337081678,0.0388771260552334,0.5009180144830183,0.5023305036804893,33.0,0.0288050528615713,1.0,0.0559968475252389,0.0288050528615713,0.5008147358894348,0.5022387981414795,10.0,6,58,855.9924509525299
95,1.0635990207963415,1.0,20.0,21.27198041592683,7.703717168955771,6.64011814815943,95,7.703717168955771,37.0,22.743316130014136,1.976964995265007e-06,0.4097329210489988,34.50656158407219,55.2403828909155,10499,0.0052614899410339,0.0210610702117154,0.1451243267399212,0.1010199077337444,37.0,222.0,0.0377617882111588,1.0,0.0726276297827024,0.0377617882111588,0.5008885651021391,0.5023078918457031,37.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5006215912955148,0.5020882913044521,7.0,6,58,855.9924509525299
105,1.0635990207963415,1.0,30.0,31.907970623890243,7.703717168955771,6.64011814815943,105,7.703717168955771,45.0,22.743316130014136,1.976964995265007e-06,0.4602433838881552,37.01179314707406,83.41575057711452,15822,0.0052721369344655,0.0158841437461546,0.1260323123097989,0.0818759575715609,45.0,270.0,0.0361259593731827,1.0,0.0695888373586866,0.0361259593731827,0.5008429540528192,0.5022687978214688,45.0,0.0290570562705397,1.0,0.0564725987613201,0.0290570562705397,0.5007331550121308,0.5021942675113678,10.0,6,58,855.9924509525299
115,1.0635990207963415,1.0,40.0,42.54396083185366,7.703717168955771,6.64011814815943,115,7.703717168955771,50.0,22.743316130014136,1.976964995265007e-06,0.4695334979332983,37.53316759201698,111.45481874770483,21179,0.0052625156403845,0.0146877229807237,0.1211929163801406,0.0777928285738456,50.0,300.0,0.0353693885356187,1.0,0.0681833958625793,0.0353693885356187,0.500830022096634,0.5022573101520539,50.0,0.0291314553469419,1.0,0.0566134143620729,0.0291314553469419,0.5007934391498565,0.5021981596946716,10.0,6,58,855.9924509525299
125,1.0635990207963415,1.0,50.0,53.17995103981708,7.703717168955771,6.64011814815943,125,7.703717168955771,53.0,22.743316130014136,1.976964995265007e-06,0.5221157879568636,32.243276773020625,138.1636280596722,26324,0.005248580309211,0.0134795627582307,0.1161015191900208,0.0728940631122238,53.0,318.0,0.034983965656105,1.0,0.0674674162324869,0.034983965656105,0.5008266298276074,0.5022524786445329,53.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5007785856723785,0.502191811800003,2.0,6,58,855.9924509525299
135,0.248424395859768,0.2335695981308509,56.16784799065425,59.74006812309762,6.888542544019198,6.64011814815943,135,6.888542544019198,59.0,22.743316130014136,1.976964995265007e-06,0.538457715883851,39.42042628582567,167.09773583780043,31732,0.0052659062094352,0.0124499665625229,0.111579418185089,0.0696364595463479,59.0,354.0,0.0343449325695381,1.0,0.0662807634068747,0.0343449325695381,0.500807341882738,0.5022362096834991,59.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5008210957050323,0.5021816492080688,10.0,6,58,855.9924509525299
145,0.248424395859768,0.2335695981308509,58.50354397196276,62.2243120816953,6.888542544019198,6.64011814815943,145,6.888542544019198,69.0,22.743316130014136,1.976964995265007e-06,0.5808999889995903,41.50392012204975,197.04983377433385,37198,0.0052973233446511,0.0131225512875426,0.1145537048180575,0.0700944619974109,69.0,414.0,0.0335065729214229,1.0,0.0647233226808948,0.0335065729214229,0.5008093351903169,0.5022283023682194,69.0,0.0288050528615713,1.0,0.0559968475252389,0.0288050528615713,0.5009055137634277,0.5022420883178711,10.0,6,58,855.9924509525299
155,0.248424395859768,0.2335695981308509,60.83923995327128,64.70855604029299,6.888542544019198,6.64011814815943,155,6.888542544019198,69.0,22.743316130014136,1.976964995265007e-06,0.5916443099267781,38.13872000807896,224.216521343682,42632,0.0052593479391931,0.0131225512875426,0.1145537048180575,0.0700944619974109,69.0,414.0,0.0335065729214229,1.0,0.0647233226808948,0.0335065729214229,0.5008093351903169,0.5022283023682194,69.0,0.0287234522402286,1.0,0.0558427058160305,0.0287234522402286,0.5009624600410462,0.5022762298583985,10.0,6,58,855.9924509525299
