run,seed,n_train,method,epochs,train_rmse,test_rmse,beta,noise_sd,mean_sd,mean_epistemic_sd,sd_ratio,coverage_95
0,42,100,dngo,30.0,0.0965038636328014,0.2210543354610953,60.603178772819675,0.1284553798655725,0.1763001063167124,0.1183141845122458,0.7975419525202689,0.908
0,42,100,dngo,50.0,0.0903818705119034,0.2182461095740501,70.24990435169721,0.1193100784772285,0.1614118165960304,0.106562899200216,0.7395862263527039,0.882
0,42,100,dngo,75.0,0.0834330086103021,0.2152363775908575,81.5328616444249,0.1107474301188925,0.1503863466287291,0.0997465998091178,0.6987032039472354,0.872
0,42,100,dngo,100.0,0.0784672087713659,0.2123804121758911,90.7073073790548,0.1049974767386187,0.1445319091148454,0.0972897817498536,0.6805331416116928,0.86
0,42,100,dngo,150.0,0.0655037875620113,0.2063298156789017,128.63903630106745,0.088168532237609,0.121871058083479,0.0824105705135963,0.5906614014192665,0.828
0,42,100,dngo,200.0,0.0602070007298383,0.2113497127882831,150.60157983813883,0.081486419640146,0.1131511315431703,0.0769080865702799,0.5353739546195552,0.808
0,42,200,dngo,1.0,0.2000019844030447,0.2987600922513468,16.967665380592454,0.2427666103934263,0.3053980269696507,0.1798605912734944,1.0222182777769375,0.944
0,42,200,dngo,5.0,0.1997546748507846,0.2630476025124509,18.295636053227913,0.2337901683924809,0.2808701497435996,0.1514993622775539,1.067754075919795,0.946
0,42,200,dngo,10.0,0.2056926827884862,0.2549344457556753,17.97480082719847,0.2358674199940194,0.2761302089390891,0.1399989032033864,1.0831420137070351,0.95
0,42,200,dngo,20.0,0.1862427139970885,0.2433794170332288,22.48000043093908,0.2109122682832166,0.2430393280612005,0.1178550963513902,0.9986026387269148,0.932
0,42,200,dngo,30.0,0.1798343682824546,0.2417962722107156,24.23541989091109,0.2031303074049448,0.2331103308583678,0.1115601808704684,0.9640774389409182,0.926
0,42,200,dngo,50.0,0.1591526367300761,0.2453762679822324,30.880108105007285,0.1799536226957444,0.2074970456865776,0.1007202969624295,0.8456280120031917,0.918
0,42,200,dngo,75.0,0.1387791135244594,0.245426376198498,39.794743793305045,0.1585211241680384,0.185611573577399,0.0940262318685796,0.7562820934424688,0.9
0,42,200,dngo,100.0,0.1247866716594866,0.2513204167375661,48.757276880976626,0.1432122866040192,0.1686001669892875,0.0865143214201895,0.6708574224804954,0.894
0,42,200,dngo,150.0,0.0983768997053633,0.26401162600405,75.72244097175246,0.1149179042865037,0.1385838091762214,0.0751693053525527,0.5249155549464158,0.828
0,42,200,dngo,200.0,0.0781677564654604,0.2863706283844354,115.92438248448656,0.0928779464354696,0.1144272361501782,0.0647401430522317,0.3995774175435567,0.788
0,42,50,random_feature_ensemble,,,0.3983463144417044,,,0.3761503502859744,,0.9442797300965656,0.968
0,42,100,random_feature_ensemble,,,0.2662205906262657,,,0.2246146424632632,,0.8437162652778759,0.924
0,42,200,random_feature_ensemble,,,0.3105042813924543,,,0.2448525218396476,,0.7885640762877991,0.896
1,43,50,dngo,1.0,0.0076389646712205,0.4828330693979248,499.6965036332266,0.0447349385021931,0.4263829085856266,0.4230246318369223,0.8830855540141659,0.968
1,43,50,dngo,5.0,0.1011512312419191,0.4810859570477717,27.481692558421493,0.1907560239614534,0.3971158287318608,0.3416950568185141,0.8254571203216962,0.934
1,43,50,dngo,10.0,0.0724620157249225,0.4062731734054045,44.398182259053904,0.1500781284360081,0.3483767256693849,0.3090766409875439,0.8574937959828155,0.952
1,43,50,dngo,20.0,0.0787418944844815,0.2900633894036475,50.714245691252486,0.1404219549094533,0.2670941216276883,0.2228309854953203,0.920812937395572,0.97
1,43,50,dngo,30.0,0.089558750474325,0.3029356400116245,48.163160516513926,0.1440928764314141,0.2412874079708931,0.1897121379328325,0.7964972624602183,0.95
1,43,50,dngo,50.0,0.0658037513233959,0.2816859694609865,82.38784261768124,0.11017129000338,0.1925582137016079,0.15483198717858,0.6835917815504732,0.924
1,43,50,dngo,75.0,0.0485170212621011,0.2825389159361042,133.54556787606143,0.086533697364084,0.165342250315761,0.1381415083731657,0.5852016872364334,0.872
1,43,50,dngo,100.0,0.0405888254003384,0.2879074922974579,174.08048875332287,0.0757922764253563,0.1550104455722568,0.1325869173784775,0.5384036529765067,0.848
1,43,50,dngo,150.0,0.0371472626843179,0.3177660502323665,202.823951535685,0.0702166943842734,0.1551079158385259,0.1352154649383485,0.4881198470544703,0.794
1,43,50,dngo,200.0,0.0225761758880021,0.3177019195454636,438.9444941259521,0.0477304135325558,0.1221264027457906,0.1102555968655756,0.3844056180728054,0.724
1,43,100,dngo,1.0,0.0529077318655806,0.3652795386906176,93.72215544851208,0.1032948967717568,0.2205910821385159,0.1917783122904761,0.6038966292205898,0.882
1,43,100,dngo,5.0,0.0869903283236394,0.3454687179426509,51.6463153493831,0.1391490765918695,0.2310680264627741,0.1809174190421837,0.6688536890947455,0.886
1,43,100,dngo,10.0,0.068939240561335,0.3053447717342477,88.60532522411795,0.1062356031676318,0.168125330303889,0.1276766713078432,0.5506081841486857,0.872
1,43,100,dngo,20.0,0.0844898470100477,0.2965283303180522,71.8702779855815,0.11795743974743,0.1659011888231332,0.1143380554721954,0.559478376468076,0.898
1,43,100,dngo,30.0,0.091195222365439,0.3061444932094073,67.6279455193316,0.1216009318255324,0.1620544078398686,0.1051166364123036,0.5293396139221784,0.878
1,43,100,dngo,50.0,0.0754879820328652,0.2956795578381239,97.03379797388908,0.1015169321432589,0.1368095328149687,0.0899343638188683,0.4626952698903455,0.842
1,43,100,dngo,75.0,0.0630111276626052,0.2892335411697188,134.39573637255893,0.0862595631527546,0.1184479372350985,0.0795288017187442,0.4095235177637805,0.822
1,43,100,dngo,100.0,0.0612529389133866,0.3006906948248672,144.19799129844006,0.0832761031937096,0.1143086528854349,0.0765957603502072,0.3801536091830587,0.81
1,43,100,dngo,150.0,0.0437270431324572,0.2954130377787933,256.6238761302555,0.0624239821601622,0.0905266784786522,0.064073784223263,0.3064410398380557,0.742
1,43,100,dngo,200.0,0.0314602625258106,0.2971531998549789,451.9034328037519,0.0470410687142755,0.0721059501857859,0.0534206132431449,0.2426558092626164,0.658
1,43,200,dngo,1.0,0.1138166369467785,0.2632803254941115,45.092643546096866,0.1489179852026058,0.1987078669279137,0.1279518606714883,0.7547387620210079,0.962
1,43,200,dngo,5.0,0.1171067215771567,0.2453081339259352,47.56674152826014,0.1449934217518863,0.1808209510239675,0.1054808702821523,0.7371176329544866,0.942
1,43,200,dngo,10.0,0.1157113781618453,0.2372860816214203,51.262447261321704,0.1396690992297128,0.169231335040788,0.0933502895818763,0.7131953711081516,0.938
1,43,200,dngo,20.0,0.1107098402878354,0.2388005699571999,57.982604123946544,0.131326128587141,0.1561872204085649,0.082670508082066,0.6540487756648079,0.934
1,43,200,dngo,30.0,0.1077200066429074,0.2377933619417928,62.95047931532476,0.1260377029105464,0.1477934097600658,0.0755154398124508,0.6215203340968061,0.932
1,43,200,dngo,50.0,0.095641264370194,0.2418644469573748,80.62158016639286,0.1113715713013909,0.129921649667385,0.0654728567640638,0.5371672079207322,0.9
1,43,200,dngo,75.0,0.0897264611820728,0.2459942721694842,92.19457894563249,0.104147130207195,0.121392550536372,0.0609933137333622,0.4934771426414978,0.894
1,43,200,dngo,100.0,0.0811827201817958,0.2447482501692062,112.416731691731,0.0943158151454447,0.1100915912397279,0.0554695461947385,0.4498156418426537,0.88
1,43,200,dngo,150.0,0.0698169861725462,0.2531712067816368,148.5919332874844,0.082035604639613,0.0972904800081013,0.0508944537497826,0.3842873020391121,0.806
1,43,200,dngo,200.0,0.052496787879051,0.2573710241635925,253.4651695239636,0.0628117445646924,0.0760813365502154,0.0416149908050173,0.2956095652083037,0.754
1,43,50,random_feature_ensemble,,,0.4427365754975916,,,0.3164628500187036,,0.7147881325662581,0.93
1,43,100,random_feature_ensemble,,,0.3196224818215255,,,0.2176292007113628,,0.6808945336732762,0.91
1,43,200,random_feature_ensemble,,,0.2498112043807318,,,0.2100868469415248,,0.8409824830007866,0.966
2,44,50,dngo,1.0,0.0465363455899676,0.4735069207609821,67.55122992039045,0.1216699612219133,0.4083899604984847,0.3855945738387595,0.8624793906753322,0.97
2,44,50,dngo,5.0,0.0155735207911093,0.6223796358184077,284.13361876139663,0.0593251286525718,0.3390925525681342,0.3321909988784469,0.5448323387416737,0.844
2,44,50,dngo,10.0,0.020024134979156,0.3470222417806488,261.8598264305732,0.0617967395819876,0.2570392066834,0.2475066050677556,0.7406995164473446,0.904
2,44,50,dngo,20.0,0.0790406475816709,0.3528814550541794,52.339091138478445,0.1382250996003864,0.2568979073583681,0.2122794412224488,0.7280005896567316,0.934
2,44,50,dngo,30.0,0.0719390602601419,0.3672034382806314,67.15237409162275,0.1220307595343069,0.2170974585990792,0.1758045822495255,0.5912184799129381,0.868
2,44,50,dngo,50.0,0.059956653305709,0.3616284629587409,93.3403152967063,0.1035059625014013,0.1895070761420198,0.1553853825179858,0.5240380543929728,0.84
2,44,50,dngo,75.0,0.0490036136830467,0.3597454865662586,129.71098746675074,0.087803457389649,0.1690267839923327,0.1414865250626179,0.4698510205247594,0.806
2,44,50,dngo,100.0,0.0364768151730774,0.3627336846113471,203.20888912992237,0.070150157290566,0.1483270570590053,0.1282209953474266,0.4089144828607002,0.75
2,44,50,dngo,150.0,0.0201948645851363,0.3779125000498804,479.2528708385799,0.0456791105068575,0.1223155037486353,0.1117617128863782,0.3236609102172883,0.684
2,44,50,dngo,200.0,0.021717224873642,0.381458869577516,469.5950328725205,0.0461464453170183,0.1138748850641311,0.1024161344143186,0.298524674993802,0.65
2,44,100,dngo,1.0,0.0903386272302026,0.430399248683866,45.02147122041155,0.1490356474375584,0.2802826717953777,0.2310910819043724,0.6512155229184637,0.91
2,44,100,dngo,5.0,0.0847464660177068,0.374324715042035,56.28891346829379,0.1332872375824362,0.2301854321631654,0.1827969428982536,0.6149351696890135,0.87
2,44,100,dngo,10.0,0.0874478428246436,0.3231545987732295,59.93863774842838,0.129165510824129,0.2022613945051678,0.1518587419947305,0.6258966923973832,0.888
2,44,100,dngo,20.0,0.1008801614639954,0.3128718905332225,54.79241607032506,0.1350951551666399,0.1860599375134444,0.1249479324874636,0.5946840964087425,0.886
2,44,100,dngo,30.0,0.0928634350659709,0.3155098752619446,65.22361799736898,0.1238219266058264,0.1694591008273144,0.1129586821979321,0.5370960280930193,0.86
2,44,100,dngo,50.0,0.0776058856043606,0.3158349094222009,91.61440489100646,0.1044763802985832,0.1444963246830402,0.0974395781331865,0.4575058689597888,0.83
2,44,100,dngo,75.0,0.0654261739270346,0.3118816582384103,124.74968638519871,0.0895324087470737,0.1261062963997132,0.0867205966784272,0.4043402138875199,0.804
2,44,100,dngo,100.0,0.0613664630026561,0.311412919105332,141.34144758982515,0.0841134085808737,0.1181866348759665,0.0810458477951706,0.3795174433209407,0.79
2,44,100,dngo,150.0,0.0655352974477903,0.326533352139757,127.61913345073596,0.0885201424843669,0.1219754609576859,0.0818943474017483,0.3735467147793225,0.78
2,44,100,dngo,200.0,0.0513525177251309,0.3238850902108449,200.85488826716997,0.0705600365556742,0.0992315575356106,0.0680081666909722,0.3063788995998927,0.714
2,44,200,dngo,1.0,0.0956904651848282,0.262657180064567,59.844855389462175,0.1292666782863845,0.1833103212732524,0.1251440516526589,0.6979071397484382,0.942
2,44,200,dngo,5.0,0.0899881059554283,0.2788047600109632,75.00053381493427,0.1154696429091907,0.1526252618329709,0.0965066490371549,0.5474270303956408,0.908
2,44,200,dngo,10.0,0.0931028750113723,0.2808848611565976,72.83629139608728,0.1171726056218868,0.1508265265914174,0.0919788075310607,0.5369692263597265,0.896
2,44,200,dngo,20.0,0.0883983763303461,0.2736584272350402,84.6955838637625,0.1086599790276006,0.1357629825663378,0.0788907664240005,0.4961037887195541,0.902
2,44,200,dngo,30.0,0.0927509097719044,0.2766647977636657,81.69537394434616,0.110637223272706,0.1329006366529971,0.0716349477152638,0.4803669918517218,0.88
2,44,200,dngo,50.0,0.0878412977475902,0.2785725074739453,93.1891272651112,0.103589891395453,0.1227740437619991,0.064171085514542,0.4407256296584906,0.868
2,44,200,dngo,75.0,0.0832205194970796,0.2835018332270368,105.45193906163628,0.0973806602996663,0.1142920494490274,0.0583159251377448,0.4031439520092941,0.848
2,44,200,dngo,100.0,0.0733112188901643,0.28640077126859,133.7913097286631,0.0864541902393316,0.1022871573520243,0.0532054795059134,0.3571469339937574,0.828
2,44,200,dngo,150.0,0.0695763123856702,0.2846649601449668,149.20751612114907,0.0818662033070073,0.0968717035183066,0.0503636472058069,0.3403007643405577,0.818
2,44,200,dngo,200.0,0.0663877493805333,0.2854754802657911,164.2451745193086,0.0780285776685328,0.0924826676423559,0.0481847558043332,0.3239601087850006,0.804
2,44,50,random_feature_ensemble,,,0.4100784602081326,,,0.2956756125207322,,0.721022051172022,0.906
2,44,100,random_feature_ensemble,,,0.3950294948817612,,,0.1970442021587796,,0.4988088350662478,0.838
2,44,200,random_feature_ensemble,,,0.2957969883374617,,,0.1729136169515097,,0.5845685513005977,0.904
3,45,50,dngo,1.0,0.1051401765564279,0.5715029727485007,22.267412217336897,0.2119166722366368,0.5118806643778306,0.4587073398866894,0.8956745437667079,0.968
3,45,50,dngo,5.0,0.1881179419876198,0.5108511721032363,9.079618709640906,0.3318686238415715,0.6715294459505087,0.5726671241586727,1.3145304985515458,0.976
3,45,50,dngo,10.0,0.1799410998469017,0.4663258858162115,13.141065716538115,0.2758574430851657,0.4606192124990756,0.3599417394145967,0.9877624779350442,0.956
3,45,50,dngo,20.0,0.1294365089480076,0.4620529362941272,27.03480587461551,0.192326165203298,0.3082154817727771,0.2347727701759926,0.6670566455973728,0.9
3,45,50,dngo,30.0,0.0984389579187007,0.4698620059312776,44.185037325777394,0.1504396751273601,0.2510367203636037,0.1958755902518966,0.5342775478643841,0.848
3,45,50,dngo,50.0,0.076019308174752,0.4898472866698604,69.46393335887343,0.1199831651212604,0.2088815456005784,0.1666718743456991,0.4264217671197537,0.792
3,45,50,dngo,75.0,0.0556681980326027,0.5013337771487265,116.19367057875712,0.0927702579826882,0.1735397838871379,0.1431245670214206,0.3461561773757274,0.756
3,45,50,dngo,100.0,0.0587547665735368,0.5017814656918822,105.0113396479749,0.0975847380248442,0.18221883665623,0.1501677867410434,0.3631438168107251,0.778
3,45,50,dngo,150.0,0.0401410491269164,0.5141471041700426,202.47491842411745,0.0702771892808771,0.1415275871458693,0.1200810474020134,0.2752667203568694,0.684
3,45,50,dngo,200.0,0.031283137905427,0.5131358901671255,298.1702037072323,0.0579119087059512,0.1270212698818288,0.1106585806148677,0.2475392431436801,0.644
3,45,100,dngo,1.0,0.3217905739586272,0.4401536538819803,5.752647071155617,0.4169328695069597,0.5454537021531803,0.3439917616944002,1.239234747553486,0.99
3,45,100,dngo,5.0,0.3235086010902776,0.3662694609866377,6.632833271452009,0.3882848625130783,0.4662112322521657,0.2532833548925579,1.2728640575064871,0.982
3,45,100,dngo,10.0,0.3195107554972387,0.3565448519163256,7.0624227373722634,0.3762904056376899,0.4433548046245406,0.2300313441801454,1.2434755466013223,0.984
3,45,100,dngo,20.0,0.2958384684898903,0.3258545104452368,8.405755261965245,0.3449146407300471,0.4016913823379253,0.2021893891847104,1.2327323067864473,0.986
3,45,100,dngo,30.0,0.2842846631400502,0.324241549600291,9.045149666615323,0.332500361123894,0.3884644412046151,0.197167227314557,1.1980711345708004,0.984
3,45,100,dngo,50.0,0.2629785333545237,0.3166879370533328,10.445784622531049,0.3094065237772178,0.3632506638545698,0.1867801609160124,1.1470303139250784,0.984
3,45,100,dngo,75.0,0.2425780104057968,0.3195873200948794,12.0585141910409,0.2879738818004638,0.3410082985283543,0.1791474382741118,1.0670269972760975,0.98
3,45,100,dngo,100.0,0.2303091008724942,0.3249735850532615,13.338987345150016,0.273803231654141,0.3257337578043972,0.1728022748450261,1.0023391832016473,0.976
3,45,100,dngo,150.0,0.2010278614110616,0.3335631842808376,17.024546129597333,0.2423607170455352,0.2929598464815107,0.1608473967321188,0.8782739231643093,0.966
3,45,100,dngo,200.0,0.1800461081358891,0.343659536873181,20.509125487380448,0.2208139104336691,0.2722733555123464,0.1554847762575909,0.7922764431031112,0.946
3,45,200,dngo,1.0,0.2262083270930899,0.3297437379556858,13.292210698422652,0.2742845793134043,0.3334766117781683,0.1850402198879605,1.0113205298321213,0.984
3,45,200,dngo,5.0,0.2517004549171269,0.3190241769967596,12.687516838516409,0.2807447762389576,0.3125826157284131,0.1352184990136732,0.979808548276854,0.974
3,45,200,dngo,10.0,0.2452905086745795,0.3185394658712034,13.541035141723896,0.2717528249585737,0.3006703844516931,0.1265527010484865,0.9439030847539144,0.974
3,45,200,dngo,20.0,0.2322290788565294,0.3123440300040305,15.16790437442604,0.2567658187627197,0.2833773259383869,0.1178902824305251,0.9072602602160516,0.966
3,45,200,dngo,30.0,0.2220252047186156,0.3060769160779447,16.61363100457066,0.2453396378163439,0.2704721559340553,0.1119846387908032,0.8836738144119879,0.966
3,45,200,dngo,50.0,0.2089462413735016,0.3049664750485074,18.75901084746955,0.2308846352402661,0.2546444787754102,0.1055225688505684,0.8349917109246414,0.968
3,45,200,dngo,75.0,0.1950502284701645,0.3050065195321182,21.39380498683377,0.2162001463709237,0.2392846173517284,0.1007293409306891,0.7845229594396621,0.964
3,45,200,dngo,100.0,0.1823847265141133,0.305353985449051,24.12715228342048,0.2035855583035195,0.2269744437979715,0.0985132284408952,0.7433158059626593,0.96
3,45,200,dngo,150.0,0.1551940317653921,0.3051213099960386,31.928083905680086,0.1769756727660217,0.2017281926017989,0.094686941622785,0.6611409494945405,0.96
3,45,200,dngo,200.0,0.138573123773635,0.3103801003945001,38.975865053679975,0.1601777240493405,0.1849765303031963,0.0903120325253027,0.5959677507291447,0.954
3,45,50,random_feature_ensemble,,,0.4773561656786079,,,0.4693036709939102,,0.98313105545992,0.972
3,45,100,random_feature_ensemble,,,0.3888649263569129,,,0.4687252304863331,,1.2053677220972143,0.968
3,45,200,random_feature_ensemble,,,0.3548976335979094,,,0.3394968605768106,,0.9566050275822704,0.97
4,46,50,dngo,1.0,0.0247674416708092,0.4716401940722027,137.9928090168402,0.085127871050737,0.3993627354735792,0.3877879371099786,0.846752970787815,0.914
4,46,50,dngo,5.0,0.000353213227783,0.5603987737093032,11494.438311016464,0.0093273038144235,0.3592074810650641,0.3590419305021595,0.6409854873297717,0.864
4,46,50,dngo,10.0,0.0070659363220824,0.4131325196941233,964.4088318948388,0.0322010038294236,0.2152641861901363,0.2120525009923435,0.5210535988537394,0.732
4,46,50,dngo,20.0,0.0689344584648026,0.3739984617877637,63.024960831314125,0.1259632065984504,0.2461867509336273,0.2076981476905243,0.6582560520618748,0.884
4,46,50,dngo,30.0,0.0736260002369351,0.3665183351560654,60.42403910409887,0.1286456553271854,0.2382111699180837,0.1965618445353366,0.6499297499445755,0.876
4,46,50,dngo,50.0,0.0663774754320222,0.3616257327541116,75.64818616311142,0.1149742910582422,0.2095385931484471,0.1716997838219311,0.5794349631941802,0.838
4,46,50,dngo,75.0,0.0599478007270303,0.3428054542576878,91.51918522082588,0.1045307165570515,0.1912581375387225,0.1570097384788627,0.557920345674994,0.834
4,46,50,dngo,100.0,0.0536646613764211,0.3398132741961832,110.82045120646318,0.0949926586744916,0.176770836707308,0.146095321138511,0.5201999160434608,0.806
4,46,50,dngo,150.0,0.0464065082615846,0.3561912108394393,141.4429273292106,0.0840832291349349,0.1636155119922881,0.1373873406888551,0.4593474151332759,0.778
4,46,50,dngo,200.0,0.041535346664762,0.3475265686624368,173.29418280460686,0.0759640319542629,0.1495732069685972,0.1261786153345223,0.4303935884507358,0.76
4,46,100,dngo,1.0,0.0724269058496836,0.3342241192277995,60.90985701208663,0.1281315884120465,0.2423226404206926,0.2013778776671816,0.7250303807533741,0.934
4,46,100,dngo,5.0,0.0906601419636922,0.3014387491813913,50.58693974821486,0.1405985352351463,0.2218069703830673,0.1681947064139395,0.7358276631170418,0.912
4,46,100,dngo,10.0,0.0969406452378499,0.3102304645983223,51.9630769460334,0.1387243090055694,0.2015290677517689,0.1432451596362216,0.6496108240456111,0.892
4,46,100,dngo,20.0,0.1104743483528107,0.3034045725533755,46.46320180644408,0.1467051747404239,0.1945888925346722,0.1254576860134299,0.6413512192550751,0.906
4,46,100,dngo,30.0,0.1042154204471716,0.3041076544753635,52.97547864809166,0.1373923510804547,0.1808458118599428,0.1153928252260706,0.594676948108827,0.888
4,46,100,dngo,50.0,0.0850670798998995,0.2917030786937556,78.6214352492699,0.1127793315467704,0.1492218080303231,0.0958421782637651,0.5115537645284284,0.862
4,46,100,dngo,75.0,0.0721580129904815,0.285777528180715,107.02148552049772,0.0966639443676045,0.1296738796639385,0.0847034534688648,0.4537581400799912,0.852
4,46,100,dngo,100.0,0.0640206565625238,0.2841430360187167,133.01536215863422,0.0867059896114109,0.1179473277796101,0.0782675660939684,0.4150984287077192,0.82
4,46,100,dngo,150.0,0.053003178587458,0.2911764527615756,186.40860666660276,0.0732431510013317,0.101959859775954,0.0693891385993498,0.3501651964262439,0.77
4,46,100,dngo,200.0,0.0470611009284342,0.28984636811839,236.01558543049308,0.0650923061792574,0.0908117477867155,0.0619225952963225,0.3133099385589775,0.73
4,46,200,dngo,1.0,0.1123240997750521,0.2969693912503828,44.493970737913536,0.1499164941638141,0.2046414077477119,0.1353841729993562,0.6890993273282274,0.932
4,46,200,dngo,5.0,0.1076323646183162,0.2787290950082156,56.73491801747232,0.1327623050672896,0.1660231746084706,0.0970703258002938,0.5956435032502692,0.918
4,46,200,dngo,10.0,0.1146639573329077,0.2855684649503227,53.52827614232631,0.1366810704248211,0.1637008055744422,0.0879680076157444,0.5732453882921543,0.9
4,46,200,dngo,20.0,0.1156600656098761,0.2851227665946639,54.982710265166034,0.1348611715578588,0.1573957771030316,0.079442259196722,0.5520280929610527,0.888
4,46,200,dngo,30.0,0.1095485169817862,0.2804073531275096,61.85051664452103,0.1271535044446337,0.147748057902762,0.0736860676395361,0.526905076685263,0.882
4,46,200,dngo,50.0,0.1024689166714823,0.2732461725022058,71.13537488364398,0.1185651862093267,0.1375031948696669,0.0682011246160277,0.5032209366759087,0.886
4,46,200,dngo,75.0,0.098224262485357,0.2686060628054583,77.84781713396526,0.1133383224658453,0.131269700118943,0.0648162934963072,0.4887071376866758,0.884
4,46,200,dngo,100.0,0.0911674401213281,0.267844768106845,90.32287991786566,0.1052206818441142,0.1217781380130504,0.0599747456673689,0.454659386755213,0.882
4,46,200,dngo,150.0,0.0794331044476464,0.2767061816671959,117.29596629265632,0.0923333220601062,0.1076438492013049,0.0540567789743601,0.3890185920413294,0.84
4,46,200,dngo,200.0,0.0622470724047539,0.2721487454270114,179.71767550912128,0.0745941215048573,0.0899854681758981,0.0489695757411236,0.3306481094914019,0.802
4,46,50,random_feature_ensemble,,,0.3803244882884521,,,0.4007750141966904,,1.0537712572763072,0.95
4,46,100,random_feature_ensemble,,,0.3265769150220985,,,0.2466616454204555,,0.7552941866811518,0.936
4,46,200,random_feature_ensemble,,,0.3083986726952035,,,0.2012813835179831,,0.6526661796528338,0.91
