x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,f0,f1,run,seed
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3253231713130528,0.1758413444028997,0.5,0.004405320719502076,0.009060806614604136,0.5,0.0012624825621897486,0.2686897729618756,0.5,-7.366185457792165,28.657797706511236,34,2034
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35338734793777454,0.15887867105918296,0.5,0.004719728334862834,0.0066736631704791575,0.5,0.03360189228163033,0.22354492745882373,0.5,-7.366369351114602,28.662116616074957,34,2034
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05987243656178064,0.1461876350273479,0.5,2.9191449518859506e-05,3.7755048035574086e-18,0.5,0.0018939069981336754,8.055135234836164e-19,0.5,-7.337335028828584,26.18622732374905,34,2034
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04221024685578843,2.0816681711721685e-17,0.5,1.0408340855860843e-17,8.239936510889834e-18,0.5,1.5612511283791264e-17,1.3877787807814457e-17,0.5,-7.054296950217178,24.012471934577384,34,2034
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11273982674754968,0.0,0.5,3.7947076036992655e-19,0.5,0.5,0.0,0.018451294199381008,0.5,-4.102116088600666,20.69967964494176,34,2034
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025246870082404272,1.5612511283791264e-17,0.5,1.0408340855860843e-17,0.5,0.5,3.2526065174565133e-19,7.697835424647081e-18,0.5,-4.102112342665301,20.504461831142706,34,2034
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08716403471137696,0.0,0.5,8.523266684914572e-18,0.5,0.5,6.121399717792181e-18,1.0404869999738394e-17,0.5,-4.102114729024435,20.55318298263016,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7175137794920986,0.5,0.5,0.0003275220063834178,0.5,0.5,0.05326279713399906,0.5,0.5,-3.5525094212705373,15.425324081169546,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561971191175651,0.5,0.5,0.00035175405232070085,0.5,0.5,0.00039535687005628155,0.5,0.5,-3.529552427321633,13.715164003513923,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6541628843447487,0.5,0.5,0.0002487214598201268,0.5,0.5,0.0008274413293570101,0.5,0.5,-3.5424857692669405,14.50196053151475,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071842833709341,0.5,0.5,1.1438332919722072e-17,0.5,0.5,1.0408340855860843e-17,0.5,0.5,-3.535922747028256,14.080709277808724,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5826429995534375,0.5,0.5,1.2278589603398338e-17,0.5,0.5,8.782037597132586e-18,0.5,0.5,-3.5325481881078082,13.876310054500388,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7068722482391276,0.5,0.5,4.3181837466868685e-05,0.5,0.5,0.0028469665990465323,0.5,0.5,-3.550599205404556,15.015019517933554,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6316622207434504,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,-3.5393843719879565,14.292980127801831,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683781550748629,0.5,0.5,1.1108685344395085e-05,0.5,0.5,0.001703877450107169,0.5,0.5,-3.547070106366165,14.78319038082211,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684068129119225,0.5,0.5,0.0,0.5,0.5,1.4094628242311558e-17,0.5,0.5,-3.530634460874383,13.761604134752826,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33841638074707636,0.5,0.5,0.002175468786636222,0.5,0.5,0.050272577257625004,0.5,0.5,-3.5031785999379825,12.616367803571219,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32914888762667377,0.5,0.5,0.0019217357516407997,0.5,0.5,0.051074317503741876,0.5,0.5,-3.502455622723342,12.576349251113434,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32076260454203853,0.5,0.5,0.000585114642928756,0.5,0.5,0.059849739571444814,0.5,0.5,-3.5026081615899987,12.582829664594387,34,2034
2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18217809046840133,0.03507505215001753,0.5,0.04830035518941612,0.031651178079986526,0.4932851834275872,0.005719406238764427,0.034580972216171915,0.1393712857114573,-7.729343000802057,39.25838409669058,34,2034
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025740817986782905,0.008359664872710018,0.5,0.05959592946896701,1.0668181605283209e-17,0.48645147796046684,1.1569617250198214e-17,7.127286431057369e-19,0.5,-7.394289264902458,32.78141176052849,34,2034
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1715781163660796,0.05891432016345381,0.5,0.06428959841607566,0.00939041379837354,0.5021084824023486,0.00037970426769905636,0.05388516204471925,0.5,-7.402083096431379,33.510689795527675,34,2034
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09942951317713045,0.07339903632706152,0.5,0.05872186292947511,5.464378949326942e-18,0.488997989256681,3.2688695500437957e-18,0.0,0.5,-7.400129775649847,32.893234639487616,34,2034
2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1770576535752275,0.03380851776276936,0.5,0.047657897809500645,0.02608687239729477,0.492170809754819,0.001504743940170542,0.0036722303543055353,0.008828249843083197,-7.72864124112354,38.20697182453521,34,2034
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26983975487461725,0.5,0.5,0.0012282040703796096,0.5,0.5,0.0010290997069327674,0.03276958659571222,0.5,-3.7738087412712025,16.2198557954137,34,2034
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11804420236916197,0.5,0.5,7.429581634074838e-17,0.5,0.5,2.1082187265255388e-18,0.04212940254533186,0.5,-3.7550546122609205,15.850317451262793,34,2034
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24714904178258665,0.5,0.5,2.6048913172310234e-16,0.5,0.5,0.0,0.0,0.5,-3.771635727217687,15.927578541978358,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684645421152925,0.5,0.5,0.0009087490188114812,0.5,0.5,0.0024726347879666915,0.5,0.5,-3.4972472428868193,12.024800775452885,34,2034
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5871745008862674,0.5,0.5,3.738924368441479e-17,0.5,0.5,0.052439830737078606,0.00012848758884754233,0.5,-3.8445955862932886,18.22882717139282,34,2034
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4783742958681152,0.5,0.5,0.0005401626602819043,0.0035956292681688174,0.5,0.016597077063957542,0.056818330899263754,0.5,-4.133360796638133,22.067200967981236,34,2034
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4865268162617161,0.5,0.5,1.4094628242311558e-17,2.7755575615628914e-17,0.5,0.004310009437476364,0.07937995031245008,0.5,-4.137392387151046,22.15909815909189,34,2034
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536636245311111,0.5,0.5,0.0004956634011109164,0.027434477138546836,0.5,0.009509554978673295,0.06693417532842551,0.5,-4.121566852445274,22.066918014639473,34,2034
