n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.reference_mdgnc_edge_failures,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
190,0.45081422305230656,0.368267605066585,0.6705701795726954,0.5841728609426707,111.69091612246093,86.19341455283555,4.25183963017909,0.4634803163205023,190,-10.92292019885556,,,,,,,,,2,2002,7.684922218322754
200,0.45069615128804674,0.3683467804707472,0.6705701795726954,0.5840198615100948,117.53187973472475,90.70096642453731,4.250391349934402,0.5323918759033647,200,-10.92292019885556,,,,,,,,,2,2002,7.684922218322754
210,0.4505074860197097,0.3684732937736151,0.6705701795726954,0.5837753857949792,123.37085597125012,95.2069846110761,4.245849627868353,0.5637645623206117,210,-7.333348520315488,,,,,,,,,2,2002,7.684922218322754
220,0.4482099442737438,0.3700139567547832,0.6705701795726954,0.5807981914957647,129.19372385770384,99.70057176254336,4.253009419152683,0.6126329070812768,220,-7.333348520315488,,,,,,,,,2,2002,7.684922218322754
230,0.44403200046949104,0.3728155612818456,0.6705701795726954,0.575384339713398,134.97463651374966,104.16178148625954,3.882101732664769,0.5949978836124219,230,-7.333348520315488,,,,,,,,,2,2002,7.684922218322754
240,0.4259281714382464,0.3849554491662807,0.6705701795726954,0.5519250851947753,140.61118363829053,108.51158234579823,3.832025229816996,0.5836285169685038,240,-7.333348520315488,,,,,,,,,2,2002,7.684922218322754
250,0.4223752408617787,0.387337938460952,0.6705701795726954,0.5473211363540906,146.10741474603486,112.75309940729835,2.529530348962497,0.6541174225591673,250,-7.333348520315488,,,,,,,,,2,2002,7.684922218322754
30,0.7122512745505971,0.1929557144964203,0.6705701795726954,1.0,0.0,0.0,5.009611990526336,0.5251636374635515,30,-3.3682939953507423,,,,,,,,,3,2003,7.924112796783447
40,0.6601863506958755,0.2278688998351197,0.6705701795726954,0.9269009046174433,9.634504523087218,6.862188126232363,4.123206868943929,0.6842575525244639,40,-7.741698679202081,,,,,,,,,3,2003,7.924112796783447
50,0.6489363187038268,0.2354128358082263,0.6705701795726954,0.9111058721702961,18.824538407025916,13.407801473230874,4.006643435168517,0.6136394165554083,50,-7.741698679202081,,,,,,,,,3,2003,7.924112796783447
60,0.644781230159805,0.2381991142793315,0.6705701795726954,0.9052721324600465,27.906428430177627,19.876389217549033,3.9143518022144,0.5956710129462616,60,-7.741698679202081,,,,,,,,,3,2003,7.924112796783447
70,0.6394931425037845,0.2417451481684253,0.6705701795726954,0.8978476632523822,36.922027408739766,26.29776108086698,3.902651552981661,0.6528118227842268,70,-7.0796533136403275,,,,,,,,,3,2003,7.924112796783447
80,0.5834833232807475,0.2793036627026515,0.6705701795726954,0.8192099391452866,45.507315420728105,32.41264340978964,3.293107683819819,0.5986661433412727,80,-7.0796533136403275,,,,,,,,,3,2003,7.924112796783447
90,0.5830889181519788,0.2795681390206743,0.6705701795726954,0.8186561947816594,53.69664609036283,38.24550461695327,3.280926814380843,0.6102758405403547,90,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
100,0.5769019244042739,0.2837169525290879,0.6705701795726954,0.8099696624176301,61.839775376359285,44.045458829734535,3.2415257605908305,0.4862841444786179,100,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
110,0.5708026626405975,0.2878069355852172,0.6705701795726954,0.8014063056619335,69.8966552167571,49.783981764958895,3.2332665050963927,0.5043928094229388,110,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
120,0.5679619036493487,0.2897118638521017,0.6705701795726954,0.7974178831869562,77.89077616100154,55.477804596408625,3.2225977693971504,0.501607074713866,120,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
130,0.5590324883565264,0.2956996634684887,0.6705701795726954,0.7848809940133196,85.80227054700292,61.112776556438,3.2851480496259287,0.7107870063760021,130,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
140,0.5542747669746638,0.2988900495498812,0.6705701795726954,0.7782011584667078,93.61768130940305,66.67931283309395,3.234627034765728,0.7396366234836366,140,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
150,0.5502896329490076,0.3015623615890868,0.6705701795726954,0.7726060347118634,101.37171727529591,72.2021348327123,3.2041764383725257,0.7876348188417012,150,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
160,0.5494550408003087,0.3021220141961097,0.6705701795726954,0.7714342682601635,109.09191879015604,77.70085820145889,3.200407191211647,0.8250780063685833,160,-8.712133705491338,,,,,,,,,3,2003,7.924112796783447
