problem,model,cv_folds,fold,budget,fit_sec,predict_train_sec,predict_test_sec,predict_test_sec_per_point,n_train,n_test
mdgnc_edge_failures,BLR,10,7,250,0.0016734930686652,0.0031329463236033,0.0553810261189937,1.2306894693109725e-05,250,4500
mdgnc_edge_failures,BLR,10,7,275,0.0034528127871453,0.0060041109099984,0.0553947794251143,1.2309950983358754e-05,275,4500
mdgnc_edge_failures,BLR,10,7,300,0.0016702110879123,0.0037167901173233,0.0553118991665542,1.2291533148123158e-05,300,4500
mdgnc_edge_failures,BLR,10,8,25,0.0032021352089941,0.0006022597663104,0.0549389198422431,1.220864885383182e-05,25,4500
mdgnc_edge_failures,BLR,10,8,50,0.0018592937849462,0.0007130936719477,0.0554318483918905,1.2318188531531229e-05,50,4500
mdgnc_edge_failures,BLR,10,8,75,0.0016079978086054,0.0010096649639308,0.0554607850499451,1.2324618899987804e-05,75,4500
mdgnc_edge_failures,BLR,10,8,100,0.0015884861350059,0.0015285420231521,0.0553502622060477,1.2300058268010616e-05,100,4500
mdgnc_edge_failures,BLR,10,8,125,0.0016387710347771,0.0017050569877028,0.0573153397999703,1.2736742177771197e-05,125,4500
mdgnc_edge_failures,BLR,10,8,150,0.0016439859755337,0.0019116755574941,0.0551372333429753,1.2252718520661196e-05,150,4500
mdgnc_edge_failures,BLR,10,8,175,0.0016241520643234,0.0022174743935465,0.0550628141500055,1.2236180922223462e-05,175,4500
mdgnc_edge_failures,BLR,10,8,200,0.0016527608968317,0.0025223749689757,0.0547578898258507,1.216841996130016e-05,200,4500
mdgnc_edge_failures,BLR,10,8,225,0.003350191283971,0.0044437521137297,0.0551708317361772,1.22601848302616e-05,225,4500
mdgnc_edge_failures,BLR,10,8,250,0.0039065200835466,0.0031764954328536,0.0555362841114401,1.234139646920893e-05,250,4500
mdgnc_edge_failures,BLR,10,8,275,0.0017118640244007,0.0034275669604539,0.0560684008523821,1.2459644633862709e-05,275,4500
mdgnc_edge_failures,BLR,10,8,300,0.0017099352553486,0.0037222816608846,0.0553393140435218,1.2297625343004864e-05,300,4500
mdgnc_edge_failures,BLR,10,9,25,0.0034227021969854,0.000411924906075,0.0552698578685522,1.2282190637456046e-05,25,4500
mdgnc_edge_failures,BLR,10,9,50,0.0021606939844787,0.0007048472762107,0.054748848080635,1.2166410684585572e-05,50,4500
mdgnc_edge_failures,BLR,10,9,75,0.001676449086517,0.0010146191343665,0.0552701218985021,1.2282249310778248e-05,75,4500
mdgnc_edge_failures,BLR,10,9,100,0.0015759421512484,0.0013110670261085,0.0552110448479652,1.2269121077325607e-05,100,4500
mdgnc_edge_failures,BLR,10,9,125,0.0017282729968428,0.0016141580417752,0.0552055872976779,1.2267908288372889e-05,125,4500
mdgnc_edge_failures,BLR,10,9,150,0.0021470952779054,0.0019276300445199,0.0549580710940063,1.2212904687556956e-05,150,4500
mdgnc_edge_failures,BLR,10,9,175,0.0019430043175816,0.0022136862389743,0.0549312541261315,1.2206945361362564e-05,175,4500
mdgnc_edge_failures,BLR,10,9,200,0.0016207466833293,0.002527137286961,0.0550725040957331,1.223833424349626e-05,200,4500
mdgnc_edge_failures,BLR,10,9,225,0.002984850667417,0.0028045121580362,0.0552232838235795,1.2271840849684344e-05,225,4500
mdgnc_edge_failures,BLR,10,9,250,0.001664777752012,0.003257951233536,0.055249641649425,1.2277698144316673e-05,250,4500
mdgnc_edge_failures,BLR,10,9,275,0.0016573681496083,0.0034327879548072,0.0553092989139258,1.2290955314205752e-05,275,4500
mdgnc_edge_failures,BLR,10,9,300,0.0016718180850148,0.0037206388078629,0.0546421823091805,1.2142707179817889e-05,300,4500
